,Unnamed: 0,dt,order_id,waybill_id,courier_id,da_id,is_courier_grabbed,is_weekend,estimate_arrived_time,is_prebook,poi_id,sender_lng,sender_lat,recipient_lng,recipient_lat,grab_lng,grab_lat,dispatch_time,grab_time,fetch_time,arrive_time,estimate_meal_prepare_time,order_push_time,platform_order_time,platform_order_date,sender_h3,recipient_h3,grab_h3,hex_distance,normalized_distance,hex_id
10,196,20221017,196,196,183,7,1,0,1665992344,0,179,174.570701,45.870123,174.564515,45.865243,174.561967,45.859805,1665990561,1665990576,1665991754,1665992103,1665991385,1665990546,1665990543,2022-10-17 15:09:03,8d329b5aa6542bf,8d329b5aa21147f,8d329b5aaad98ff,102,0.04020700636942675,88329b5aa7fffff
11,198,20221017,198,198,185,7,1,0,1665993414,0,181,174.565467,45.859933,174.544131,45.856302,174.572517,45.860567,1665991491,1665991508,1665991936,1665993738,1665991976,1665991436,1665991419,2022-10-17 15:23:39,8d329b5aa3256bf,8d329b5ab8a877f,8d329b5aa0762ff,254,0.10071656050955415,88329b5aabfffff
12,199,20221017,199,199,186,9,1,0,1665993259,0,182,174.64791,45.8794,174.641098,45.875397,174.650205,45.87471,1665991731,1665991744,1665992404,1665992616,1665992359,1665991459,1665991452,2022-10-17 15:24:12,8d329b586256d3f,8d329b580ca8abf,8d329b5863298bf,102,0.04020700636942675,88329b5863fffff
13,200,20221017,200,200,187,16,1,0,1665993488,0,183,174.634576,45.879936,174.643791,45.875276,174.631062,45.879681,1665991701,1665991718,1665992298,1665992640,1665992469,1665991689,1665991677,2022-10-17 15:27:57,8d329b58054eaff,8d329b580cb533f,8d329b58008083f,133,0.052547770700636945,88329b5805fffff
14,201,20221017,201,201,188,14,1,0,1665993801,0,184,174.593761,45.885139,174.585135,45.902076,174.587469,45.885788,1665992031,1665992051,1665992566,1665993404,1665992482,1665992003,1665991999,2022-10-17 15:33:19,8d329b58170cb3f,8d329b58e19a67f,8d329b5812b223f,279,0.1106687898089172,88329b5817fffff
15,202,20221017,202,202,189,0,1,0,1665994407,0,156,174.586711,45.846665,174.581413,45.833499,174.58697,45.846743,1665992685,1665992700,1665993194,1665994117,1665993210,1665992490,1665992480,2022-10-17 15:41:20,8d329b5ae75317f,8d329b5aea34c7f,8d329b5ae75353f,231,0.09156050955414012,88329b5ae7fffff
16,203,20221017,203,203,190,0,1,0,1665995327,0,56,174.583985,45.862946,174.569174,45.897299,174.587548,45.86508,1665992895,1665992906,1665993263,1665994690,1665993228,1665992508,1665992496,2022-10-17 15:41:36,8d329b5aa57337f,8d329b58ea1b23f,8d329b5aa430c3f,568,0.22571656050955413,88329b5aa5fffff
17,204,20221017,204,204,191,5,1,0,1665994756,0,79,174.555818,45.89562,174.586249,45.892552,174.552394,45.898212,1665992685,1665992695,1665992949,1665994604,1665993256,1665992536,1665992530,2022-10-17 15:42:10,8d329b588d62aff,8d329b58e99893f,8d329b588c6c9bf,320,0.12699044585987262,88329b588dfffff
18,205,20221017,205,205,192,9,1,0,1665994366,0,185,174.650688,45.880376,174.646557,45.879759,174.650942,45.881248,1665992691,1665992703,1665993298,1665993859,1665993468,1665992568,1665992558,2022-10-17 15:42:38,8d329b5862a9b3f,8d329b5862514bf,8d329b58628d8ff,49,0.01910828025477707,88329b5863fffff
19,206,20221017,206,206,193,18,1,0,1665995015,0,186,174.566617,45.769654,174.571525,45.762295,174.566819,45.76952,1665993237,1665993248,1665993420,1665994008,1665993815,1665993215,1665993205,2022-10-17 15:53:25,8d329b51090957f,8d329b5143a81bf,8d329b510909dbf,120,0.047372611464968156,88329b5109fffff
20,208,20221017,208,208,195,13,1,0,1665997296,0,188,174.57192,45.88915,174.58921,45.87005,174.577033,45.890523,1665995121,1665995152,1665995685,1665997506,1665995016,1665995017,1665995000,2022-10-17 16:23:20,8d329b58c4aba7f,8d329b58186d0ff,8d329b58e86433f,351,0.1393312101910828,88329b58c5fffff
21,210,20221017,210,210,197,5,1,0,1665997335,0,190,174.549938,45.899354,174.547724,45.90443,174.550679,45.900854,1665995685,1665995698,1665995769,1665996219,1665995536,1665995536,1665995522,2022-10-17 16:32:02,8d329b58813037f,8d329b5880adcbf,8d329b588112d7f,84,0.03304140127388535,88329b5881fffff
22,211,20221017,211,211,198,5,1,0,1665999491,0,191,174.556304,45.887359,174.571913,45.861067,174.54612,45.889773,1665996225,1665996232,1665996962,1665997663,1665996675,1665996201,1665996168,2022-10-17 16:42:48,8d329b58c745abf,8d329b5aa0737bf,8d329b58c2d933f,430,0.17078025477707007,88329b58c7fffff
23,212,20221017,212,212,199,0,1,0,1665999635,0,192,174.572467,45.863365,174.605627,45.863745,174.576761,45.862977,1665996346,1665996363,1665996741,1665998094,1665996755,1665996335,1665996326,2022-10-17 16:45:26,8d329b5aa0c527f,8d329b585771b3f,8d329b5aa0aaaff,357,0.14171974522292993,88329b5aa1fffff
24,213,20221017,213,213,80,21,1,0,1665998342,0,193,174.5737,45.830427,174.562888,45.818139,174.574213,45.829389,1665996736,1665996748,1665997175,1665997901,1665997506,1665996366,1665996347,2022-10-17 16:45:47,8d329b5ac7980bf,8d329b5aca8093f,8d329b5ac7828ff,222,0.08797770700636942,88329b5ac7fffff
25,3321,20221017,3316,3321,2095,7,1,0,1665988463,0,1074,174.568762,45.858666,174.591047,45.857394,174.568896,45.864992,1665986565,1665986701,1665987837,1665988384,1665986841,1665986541,1665986432,2022-10-17 14:00:32,8d329b5aaa950ff,8d329b5aad9dbbf,8d329b5aa39e97f,229,0.09076433121019108,88329b5aabfffff
26,3322,20221017,3317,3322,391,5,1,0,1665988257,0,147,174.55475,45.89498,174.558811,45.885701,174.553706,45.898655,1665986595,1665986619,1665987559,1665988070,1665986472,1665986473,1665986444,2022-10-17 14:00:44,8d329b58899257f,8d329b58c0dc3bf,8d329b588c62aff,154,0.06090764331210191,88329b5889fffff
27,3324,20221017,3319,3324,1951,20,1,0,1665988990,0,356,174.52821,45.853618,174.544261,45.851028,174.527956,45.85349,1665987195,1665987205,1665987954,1665988464,1665987913,1665987193,1665987167,2022-10-17 14:12:47,8d329b5abb6507f,8d329b5ab90197f,8d329b5a9792d3f,178,0.07046178343949044,88329b5abbfffff
28,3325,20221017,3320,3325,1150,5,1,0,1665990888,0,1598,174.56839,45.892766,174.590032,45.885805,174.542747,45.920844,1665987975,1665987990,1665989047,1665989598,1665988248,1665987648,1665987635,2022-10-17 14:20:35,8d329b58eb7307f,8d329b581743b3f,8d329b58bc0e3bf,274,0.10867834394904459,88329b58ebfffff
29,3326,20221017,3321,3326,1808,13,1,0,1665989533,0,1406,174.577045,45.887526,174.584363,45.901573,174.57952,45.877049,1665988041,1665988046,1665988516,1665989107,1665988754,1665987734,1665987731,2022-10-17 14:22:11,8d329b58c593a3f,8d329b58e19957f,8d329b58cdb6b7f,248,0.09832802547770701,88329b58c5fffff
30,3327,20221017,3322,3327,2096,5,1,0,1665989696,0,1599,174.56681,45.8952,174.584484,45.890451,174.570115,45.907374,1665988005,1665988262,1665988699,1665990113,1665988496,1665987896,1665987885,2022-10-17 14:24:45,8d329b58ea708bf,8d329b58e9ad03f,8d329b58e28eaff,215,0.08519108280254777,88329b58ebfffff
31,3328,20221017,3323,3328,1547,5,1,0,1665989868,0,272,174.5664,45.898385,174.565515,45.906766,174.567351,45.902579,1665988305,1665988328,1665988557,1665990150,1665988363,1665988063,1665988004,2022-10-17 14:26:44,8d329b58eaeb5bf,8d329b58e2ea9bf,8d329b58e352a7f,142,0.056130573248407645,88329b58ebfffff
32,3329,20221017,3324,3329,211,5,1,0,1665990445,0,1600,174.551427,45.890753,174.583025,45.89301,174.560734,45.889913,1665988365,1665988372,1665988576,1665989679,1665988841,1665988361,1665988262,2022-10-17 14:31:02,8d329b5889302bf,8d329b58e813cbf,8d329b58c631d7f,354,0.14052547770700638,88329b5889fffff
33,3330,20221017,3325,3330,2097,11,1,0,1665990483,0,17,174.54635,45.89099,174.54557,45.892889,174.55261,45.885805,1665988695,1665988723,1665989434,1665989708,1665989464,1665988684,1665988670,2022-10-17 14:37:50,8d329b588971cff,8d329b58895e6ff,8d329b58c3884bf,32,0.012340764331210192,88329b5889fffff
34,3331,20221017,3326,3331,1682,8,1,0,1665990516,0,456,174.589368,45.894566,174.59216,45.90096,174.594659,45.887559,1665988725,1665988791,1665989127,1665989383,1665989017,1665988717,1665988715,2022-10-17 14:38:35,8d329b58ed42abf,8d329b58e525aff,8d329b581630a7f,112,0.04418789808917197,88329b58edfffff
35,3332,20221017,3327,3332,2098,18,1,0,1665990949,0,812,174.56895,45.765037,174.556687,45.747471,174.572633,45.765098,1665989067,1665989180,1665990219,1665990668,1665989391,1665988851,1665988841,2022-10-17 14:40:41,8d329b5142ad77f,8d329b5337426ff,8d329b5142b433f,313,0.12420382165605096,88329b5143fffff
36,3333,20221017,3328,3333,1297,9,1,0,1665991730,0,182,174.64791,45.8794,174.6349,45.880829,174.647987,45.879261,1665990081,1665990084,1665990330,1665991407,1665990591,1665989691,1665989682,2022-10-17 14:54:42,8d329b586256d3f,8d329b58055907f,8d329b5862097bf,138,0.054538216560509556,88329b5863fffff
37,3334,20221017,3329,3334,2099,9,1,0,1665992184,0,609,174.634491,45.879753,174.624195,45.872638,174.635915,45.876914,1665990771,1665990780,1665991086,1665991602,1665991226,1665990386,1665990371,2022-10-17 15:06:11,8d329b58054c73f,8d329b580b9077f,8d329b580cc8a7f,162,0.06409235668789809,88329b5805fffff
38,3335,20221017,3330,3335,2100,0,1,0,1665992656,0,730,174.56505,45.859852,174.538675,45.860391,174.568347,45.859959,1665990495,1665990510,1665991062,1665992061,1665990680,1665990260,1665990253,2022-10-17 15:04:13,8d329b5aaad25bf,8d329b5ab1402bf,8d329b5aa06d23f,278,0.11027070063694268,88329b5aabfffff
39,3337,20221017,3332,3337,2102,7,1,0,1665993623,0,1601,174.566814,45.866192,174.570185,45.85962,174.567009,45.86166,1665991995,1665992024,1665992912,1665993427,1665992119,1665991820,1665991686,2022-10-17 15:28:06,8d329b5aa2a23bf,8d329b5aa0656ff,8d329b5aa31553f,109,0.042993630573248405,88329b5aa3fffff
40,3338,20221017,3333,3338,582,9,1,0,1665993793,0,185,174.650688,45.880376,174.646926,45.879719,174.650836,45.881298,1665992211,1665992229,1665992578,1665992887,1665992895,1665991995,1665991982,2022-10-17 15:33:02,8d329b5862a9b3f,8d329b58625063f,8d329b58628dabf,45,0.01751592356687898,88329b5863fffff
41,3339,20221017,3334,3339,1007,2,1,0,1665993919,0,1602,174.549142,45.859575,174.529087,45.86161,174.556759,45.865175,1665992205,1665992211,1665992670,1665993287,1665992975,1665992135,1665992054,2022-10-17 15:34:14,8d329b5abc4603f,8d329b5abadca3f,8d329b5aa249dbf,211,0.08359872611464968,88329b5abdfffff
42,3340,20221017,3335,3340,1057,1,1,0,1665994326,0,1603,174.557421,45.924567,174.558263,45.9343,174.549744,45.923528,1665992625,1665992788,1665993461,1665993968,1665993187,1665992407,1665992402,2022-10-17 15:40:02,8d329b58a3a86ff,8d329b4a49824bf,8d329b58a34bd3f,167,0.0660828025477707,88329b58a3fffff
43,3341,20221017,3336,3341,2103,12,1,0,1665996579,0,392,174.54496,45.89002,174.60546,45.886015,174.545605,45.890319,1665992715,1665992726,1665993127,1665994621,1665993520,1665992680,1665992669,2022-10-17 15:44:29,8d329b5889657bf,8d329b58141ad3f,8d329b5889605bf,616,0.2448248407643312,88329b5889fffff
44,3342,20221017,3337,3342,2104,0,1,0,1665995581,0,1604,174.545534,45.877234,174.5171,45.862685,174.55878,45.887271,1665993015,1665993268,1665993970,1665995087,1665992951,1665992951,1665992871,2022-10-17 15:47:51,8d329b58ca4393f,8d329b436c5647f,8d329b58c770cbf,410,0.16281847133757962,88329b58cbfffff
45,3343,20221017,3338,3343,2105,5,1,0,1665994838,0,686,174.545028,45.886588,174.546027,45.875136,174.544234,45.891646,1665993105,1665993115,1665993765,1665994268,1665994120,1665992981,1665992453,2022-10-17 15:40:53,8d329b58c25133f,8d329b58cb4b4ff,8d329b5889412bf,193,0.07643312101910828,88329b58c3fffff
46,3344,20221017,3339,3344,2106,3,1,0,1665995552,0,440,174.542209,45.91971,174.538228,45.911357,174.541943,45.91986,1665993777,1665993783,1665994288,1665994639,1665994354,1665993755,1665993736,2022-10-17 16:02:16,8d329b58bc282bf,8d329b58866973f,8d329b58bc2bb3f,147,0.058121019108280256,88329b58bdfffff
47,3347,20221017,3342,3347,1876,5,1,0,1665996743,0,7,174.554756,45.8962,174.530484,45.924365,174.557087,45.89569,1665994065,1665994071,1665994733,1665997044,1665994643,1665994043,1665994033,2022-10-17 16:07:13,8d329b588d4527f,8d329b58b0088ff,8d329b588d755bf,506,0.20103503184713375,88329b588dfffff
48,3348,20221017,3343,3348,2074,7,1,0,1665995867,0,279,174.575239,45.869625,174.585131,45.874039,174.560754,45.872433,1665994155,1665994183,1665994902,1665995361,1665994848,1665994068,1665994066,2022-10-17 16:07:46,8d329b5aa615c3f,8d329b581a313bf,8d329b58c82877f,137,0.054140127388535034,88329b5aa7fffff
49,3349,20221017,3344,3349,509,7,1,0,1665995960,0,533,174.567827,45.857789,174.571135,45.865564,174.568087,45.857816,1665994191,1665994526,1665994607,1665994994,1665994641,1665994161,1665994146,2022-10-17 16:09:06,8d329b5aaa84a3f,8d329b5aa7602ff,8d329b5aaa8413f,137,0.054140127388535034,88329b5aabfffff
50,3352,20221017,3347,3352,2022,5,1,0,1665996993,0,1605,174.55564,45.890748,174.549779,45.894545,174.552944,45.896215,1665995235,1665995243,1665995904,1665996903,1665995504,1665995204,1665995187,2022-10-17 16:26:27,8d329b58c646cff,8d329b58881447f,8d329b5888b617f,93,0.03662420382165605,88329b58c7fffff
51,3354,20221017,3349,3354,2092,11,1,0,1665997223,0,1607,174.54376,45.89317,174.542911,45.900903,174.540553,45.894169,1665995625,1665995637,1665996284,1665996739,1665996381,1665995602,1665995422,2022-10-17 16:30:22,8d329b588866abf,8d329b58815db7f,8d329b588b3617f,131,0.0517515923566879,88329b5889fffff
52,3357,20221017,3352,3357,2100,0,1,0,1665999545,0,1499,174.571363,45.869422,174.539498,45.871487,174.571541,45.8633,1665996975,1665996995,1665997492,1665999009,1665997625,1665996965,1665996948,2022-10-17 16:55:48,8d329b5aa672d7f,8d329b5ab60197f,8d329b5aa0eb13f,325,0.12898089171974522,88329b5aa7fffff
53,3358,20221017,3353,3358,2113,7,1,0,1666000120,0,181,174.565467,45.859933,174.593275,45.851144,174.557666,45.858517,1665997131,1665997139,1665997792,1665999540,1665997663,1665997124,1665997119,2022-10-17 16:58:39,8d329b5aa3256bf,8d329b585b49aff,8d329b5abd8517f,350,0.1389331210191083,88329b5aabfffff
54,6615,20221017,6599,6615,2898,5,1,0,1665989332,0,629,174.559496,45.905305,174.541692,45.918591,174.56189,45.904741,1665986655,1665986675,1665987047,1665988338,1665987413,1665986633,1665986631,2022-10-17 14:03:51,8d329b588502cff,8d329b58bd5e93f,8d329b58e24dcff,300,0.11902866242038217,88329b5885fffff
55,6616,20221017,6600,6616,2989,17,1,0,1665988436,0,217,174.606672,45.869941,174.604723,45.877152,174.606451,45.872893,1665986661,1665986675,1665987146,1665987590,1665987480,1665986640,1665986626,2022-10-17 14:03:46,8d329b5856f3aff,8d329b581ce403f,8d329b581d0dcff,120,0.047372611464968156,88329b5857fffff
56,6618,20221017,6602,6618,1567,15,1,0,1665989447,0,1014,174.5457,45.87686,174.53289,45.872463,174.545454,45.877392,1665987525,1665987534,1665988331,1665989122,1665988127,1665987467,1665987466,2022-10-17 14:17:46,8d329b58ca4087f,8d329b5ab649a3f,8d329b58ca438ff,169,0.06687898089171974,88329b58cbfffff
57,6619,20221017,6603,6619,1090,0,1,0,1665989949,0,1200,174.583102,45.86523,174.572457,45.841264,174.582612,45.86367,1665987975,1665987985,1665988310,1665989766,1665988571,1665987612,1665987597,2022-10-17 14:19:57,8d329b5aa47697f,8d329b5a8c945bf,8d329b5aa5436bf,421,0.16719745222929935,88329b5aa5fffff
58,6620,20221017,6604,6620,304,7,1,0,1665989729,0,1727,174.563891,45.861015,174.545286,45.855573,174.582917,45.865629,1665987621,1665987684,1665989039,1665989924,1665987512,1665987613,1665987018,2022-10-17 14:10:18,8d329b5aa32b03f,8d329b5ab8a18bf,8d329b5aa47293f,238,0.09434713375796179,88329b5aa3fffff
59,6621,20221017,6605,6621,1520,5,1,0,1665989512,0,1723,174.555827,45.895724,174.534383,45.889786,174.548686,45.895656,1665987705,1665987722,1665988094,1665988985,1665988252,1665987352,1665987343,2022-10-17 14:15:43,8d329b588d6223f,8d329b58d4543bf,8d329b5888adbbf,272,0.10788216560509555,88329b588dfffff
60,6623,20221017,6607,6623,1087,5,1,0,1665989915,0,1112,174.5669,45.89309,174.588884,45.89395,174.578312,45.892096,1665988425,1665988481,1665988839,1665989573,1665988835,1665988115,1665988113,2022-10-17 14:28:33,8d329b58eb4383f,8d329b58ed4547f,8d329b58e873cff,241,0.09554140127388536,88329b58ebfffff
61,6625,20221017,6609,6625,755,0,1,0,1665990559,0,724,174.579641,45.859654,174.58214,45.855443,174.581193,45.865543,1665988815,1665988821,1665989291,1665989520,1665989480,1665988761,1665988757,2022-10-17 14:39:17,8d329b5aa1ae5bf,8d329b5aad4b67f,8d329b5aa444c7f,69,0.027070063694267517,88329b5aa1fffff
62,6626,20221017,6610,6626,250,11,1,0,1665990778,0,1607,174.54376,45.89317,174.538246,45.890722,174.543749,45.893361,1665988996,1665989009,1665989583,1665989997,1665989889,1665988989,1665988968,2022-10-17 14:42:48,8d329b588866abf,8d329b58d4ad33f,8d329b58886293f,77,0.030254777070063694,88329b5889fffff
63,6627,20221017,6611,6627,1773,11,1,0,1665991893,0,1319,174.544917,45.891768,174.543138,45.909444,174.534353,45.889171,1665989625,1665989637,1665990895,1665991772,1665990453,1665989613,1665989611,2022-10-17 14:53:31,8d329b5889438bf,8d329b5887424bf,8d329b58d4706ff,299,0.11863057324840764,88329b5889fffff
64,6628,20221017,6612,6628,189,0,1,0,1665991414,0,631,174.58693,45.84682,174.595497,45.844109,174.58609,45.846825,1665989775,1665989786,1665990128,1665990858,1665989614,1665989615,1665989585,2022-10-17 14:53:05,8d329b5ae75343f,8d329b5ae46223f,8d329b5ae75e0bf,108,0.04259554140127388,88329b5ae7fffff
65,6630,20221017,6614,6630,996,3,1,0,1665991750,0,2147,174.531089,45.906047,174.538959,45.911125,174.5304,45.909358,1665989967,1665989973,1665990675,1665991225,1665990912,1665989953,1665989936,2022-10-17 14:58:56,8d329b58827523f,8d329b58866813f,8d329b5895b60bf,121,0.04777070063694268,88329b5883fffff
66,6631,20221017,6615,6631,1069,9,1,0,1665992340,0,110,174.569323,45.907395,174.590688,45.900753,174.568004,45.906724,1665990441,1665990465,1665990580,1665991726,1665990944,1665990121,1665990111,2022-10-17 15:01:51,8d329b58e288a7f,8d329b58ecd10bf,8d329b58e2f0abf,268,0.10628980891719746,88329b58e3fffff
67,6632,20221017,6616,6632,384,7,1,0,1665992023,0,2027,174.573195,45.863212,174.571476,45.867823,174.566306,45.86087,1665990231,1665990240,1665991361,1665991677,1665990884,1665990224,1665990213,2022-10-17 15:03:33,8d329b5aa0c5dbf,8d329b5aa75ea3f,8d329b5aa33137f,76,0.029856687898089172,88329b5aa1fffff
68,6633,20221017,6617,6633,579,9,1,0,1665992400,0,2148,174.579074,45.902615,174.58071,45.901554,174.579695,45.902488,1665990921,1665990940,1665991014,1665991203,1665991201,1665990601,1665990593,2022-10-17 15:09:53,8d329b58e0e2d3f,8d329b58e01e97f,8d329b58e01b6ff,26,0.009952229299363057,88329b58e1fffff
69,6634,20221017,6618,6634,519,15,1,0,1665992817,0,1641,174.546112,45.868701,174.542088,45.869916,174.545199,45.87016,1665991305,1665991337,1665992233,1665992466,1665991983,1665991024,1665991009,2022-10-17 15:16:49,8d329b5ab44e8ff,8d329b5ab71803f,8d329b5ab7a00ff,50,0.01950636942675159,88329b5ab5fffff
70,6635,20221017,6619,6635,2466,3,1,0,1665993004,0,352,174.529244,45.911894,174.52133,45.924177,174.527752,45.905961,1665991335,1665991359,1665992063,1665992686,1665992165,1665991205,1665991197,2022-10-17 15:19:57,8d329b58b9680ff,8d329b58b32abbf,8d329b589c9a4bf,200,0.07921974522292993,88329b58b9fffff
71,6636,20221017,6620,6636,2355,0,1,0,1665993105,0,1690,174.575343,45.857528,174.579918,45.853253,174.572305,45.860077,1665991695,1665991698,1665992996,1665993433,1665992156,1665991316,1665991271,2022-10-17 15:21:11,8d329b5aa10d93f,8d329b5aa8a6a7f,8d329b5aa0743bf,86,0.033837579617834394,88329b5aa1fffff
72,6637,20221017,6621,6637,2815,5,1,0,1665993480,0,1365,174.554868,45.895784,174.566512,45.876409,174.55582,45.894652,1665991515,1665991521,1665992037,1665993373,1665992048,1665991449,1665991424,2022-10-17 15:23:44,8d329b588d6e57f,8d329b58c89013f,8d329b58c6cb4bf,317,0.12579617834394904,88329b588dfffff
73,6638,20221017,6622,6638,1193,9,1,0,1665993904,0,110,174.569323,45.907395,174.581911,45.922189,174.571767,45.907081,1665991791,1665991799,1665992018,1665992842,1665991685,1665991685,1665991671,2022-10-17 15:27:51,8d329b58e288a7f,8d329b59d26c13f,8d329b58e28293f,267,0.10589171974522293,88329b58e3fffff
74,6639,20221017,6623,6639,2380,5,1,0,1665993491,0,93,174.552883,45.896259,174.555391,45.901507,174.552861,45.8974,1665992055,1665992065,1665992166,1665992640,1665992411,1665991691,1665991690,2022-10-17 15:28:10,8d329b5888b607f,8d329b588cee0bf,8d329b5888968bf,92,0.03622611464968153,88329b5889fffff
75,6640,20221017,6624,6640,2994,9,1,0,1665993557,0,2149,174.633877,45.880592,174.634991,45.872983,174.635171,45.880244,1665991821,1665991831,1665992411,1665994450,1665992656,1665991756,1665991748,2022-10-17 15:29:08,8d329b58054b73f,8d329b580c6303f,8d329b58055dbbf,128,0.050557324840764334,88329b5805fffff
76,6641,20221017,6625,6641,1847,18,1,0,1665995347,0,593,174.571467,45.767591,174.585644,45.782425,174.573344,45.76849,1665993507,1665993512,1665994782,1665995367,1665994567,1665993427,1665993419,2022-10-17 15:56:59,8d329b51466d37f,8d329b51620d5bf,8d329b5146454ff,268,0.10628980891719746,88329b5147fffff
77,6642,20221017,6626,6642,2995,11,1,0,1665995447,0,1438,174.535687,45.887492,174.543494,45.883881,174.535822,45.887497,1665993675,1665993681,1665994467,1665994888,1665994311,1665993651,1665993646,2022-10-17 16:00:46,8d329b58d553a7f,8d329b58dc905bf,8d329b58d553abf,109,0.042993630573248405,88329b58d5fffff
78,6644,20221017,6628,6644,2189,0,1,0,1665996350,0,425,174.579593,45.85633,174.599212,45.853929,174.577902,45.864341,1665994575,1665994619,1665995459,1665996142,1665995331,1665994551,1665994549,2022-10-17 16:15:49,8d329b5aa89a0ff,8d329b585a11b3f,8d329b5aa09893f,211,0.08359872611464968,88329b5aa9fffff
79,6647,20221017,6631,6647,117,0,1,0,1665997735,0,94,174.546956,45.880376,174.546305,45.889593,174.546519,45.87997,1665995955,1665995966,1665996189,1665997028,1665996530,1665995931,1665995475,2022-10-17 16:31:15,8d329b58cac847f,8d329b58c2d983f,8d329b58cacd73f,156,0.061703821656050956,88329b58cbfffff
80,6648,20221017,6632,6648,534,13,1,0,1665998359,0,1856,174.581795,45.884314,174.595434,45.882186,174.585528,45.886267,1665996622,1665996627,1665996865,1665997579,1665997160,1665996200,1665996156,2022-10-17 16:42:36,8d329b581219a3f,8d329b58108dd7f,8d329b5812831bf,151,0.059713375796178345,88329b5813fffff
81,6650,20221017,6634,6650,2996,17,1,0,1665998233,0,1890,174.600697,45.865902,174.601859,45.865873,174.606182,45.87071,1665996441,1665996448,1665997416,1665997612,1665997273,1665996433,1665996416,2022-10-17 16:46:56,8d329b58529ecff,8d329b5852920ff,8d329b5856d1b3f,12,0.004378980891719745,88329b5853fffff
