Unnamed: 0,dt,order_id,waybill_id,courier_id,da_id,is_courier_grabbed,is_weekend,estimate_arrived_time,is_prebook,poi_id,sender_lng,sender_lat,recipient_lng,recipient_lat,grab_lng,grab_lat,dispatch_time,grab_time,fetch_time,arrive_time,estimate_meal_prepare_time,order_push_time,platform_order_time,platform_order_date,sender_h3,recipient_h3,grab_h3,hex_distance,normalized_distance
6218,20221024,6204,6218,290,10,1,0,1666594754,0,798,174.58853,45.85628,174.596763,45.858319,174.593604,45.858906,1666592968,1666593091,1666593440,1666594116,1666593494,1666592954,1666592948,2022-10-24 14:29:08,8d329b5aac3087f,8d329b585374c3f,8d329b58536ad7f,102,0.07578008915304606
6219,20221024,6205,6219,2466,3,1,0,1666594968,0,795,174.54177,45.92017,174.540787,45.916639,174.535446,45.920253,1666593318,1666593333,1666593606,1666594339,1666593772,1666593173,1666593167,2022-10-24 14:32:47,8d329b58bc2b2ff,8d329b58bd63b3f,8d329b58b13563f,61,0.045319465081723624
6220,20221024,6206,6220,966,0,1,0,1666595195,0,2094,174.546169,45.87651,174.552578,45.874092,174.544183,45.885718,1666593618,1666593633,1666594092,1666594862,1666594659,1666593339,1666593327,2022-10-24 14:35:27,8d329b58ca448bf,8d329b58cb03c3f,8d329b58c240aff,85,0.06315007429420505
6221,20221024,6207,6221,1940,13,1,0,1666596177,0,396,174.577615,45.895293,174.559042,45.931157,174.5664,45.903015,1666594048,1666594056,1666594417,1666595809,1666594797,1666593777,1666593764,2022-10-24 14:42:44,8d329b58e8c8a3f,8d329b58a64edbf,8d329b58e22db7f,589,0.437592867756315
6222,20221024,6208,6222,689,9,1,0,1666596069,0,663,174.567942,45.90731,174.57311,45.88316,174.566933,45.907001,1666594198,1666594215,1666594628,1666595590,1666594569,1666593849,1666593835,2022-10-24 14:43:55,8d329b58e2f347f,8d329b58c52367f,8d329b58e2c44ff,405,0.30089153046062406
6223,20221024,6209,6223,2910,9,1,0,1666595946,0,2095,174.634781,45.878764,174.656172,45.870686,174.635628,45.876323,1666594318,1666594327,1666594850,1666595429,1666594866,1666594027,1666593996,2022-10-24 14:46:36,8d329b58056e37f,8d329b586b9817f,8d329b5801b657f,283,0.21025260029717682
6225,20221024,6211,6225,1346,13,1,0,1666597156,0,748,174.5813,45.88757,174.555177,45.866954,174.582752,45.881936,1666595128,1666595142,1666595446,1666596629,1666595596,1666594756,1666594746,2022-10-24 14:59:06,8d329b5812de6ff,8d329b5ab5a807f,8d329b581221cbf,429,0.3187221396731055
6226,20221024,6212,6226,1565,2,1,0,1666597399,0,922,174.548317,45.860804,174.558428,45.867897,174.544812,45.858633,1666595958,1666595962,1666596085,1666596683,1666596319,1666595599,1666595256,2022-10-24 15:07:36,8d329b5abc5813f,8d329b5ab59417f,8d329b5ab126cbf,160,0.1188707280832095
6227,20221024,6213,6227,2911,0,1,0,1666597966,0,2096,174.54719,45.879711,174.545647,45.875892,174.551456,45.882437,1666596468,1666596476,1666597085,1666597560,1666597129,1666596169,1666596139,2022-10-24 15:22:19,8d329b58cacc8ff,8d329b58ca6027f,8d329b58c300cff,67,0.04977711738484398
6229,20221024,6215,6229,2827,1,1,0,1666598730,0,2097,174.524146,45.906647,174.550781,45.922778,174.528295,45.906647,1666596378,1666596392,1666596912,1666598057,1666596956,1666596363,1666596316,2022-10-24 15:25:16,8d329b58952a97f,8d329b58a3410bf,8d329b58826b0bf,402,0.2986627043090639
6230,20221024,6216,6230,1457,5,1,0,1666598447,0,966,174.55129,45.89071,174.534739,45.889027,174.55692,45.893703,1666596708,1666596714,1666597247,1666597918,1666597369,1666596649,1666596640,2022-10-24 15:30:40,8d329b58893027f,8d329b58d4705bf,8d329b58c6c17bf,189,0.14041604754829123
6231,20221024,6217,6231,168,5,1,0,1666598412,0,1072,174.553325,45.898362,174.562444,45.899423,174.538935,45.898868,1666596738,1666596742,1666597044,1666597421,1666596372,1666596372,1666596370,2022-10-24 15:26:10,8d329b588c6023f,8d329b588d832ff,8d329b588aa5cff,105,0.07800891530460624
6234,20221024,6220,6234,1941,21,1,0,1666599053,0,1728,174.574037,45.830539,174.552118,45.831599,174.582014,45.822421,1666597128,1666597136,1666597396,1666597998,1666597397,1666597097,1666596952,2022-10-24 15:35:52,8d329b5ac79a83f,8d329b5ad4964ff,8d329b5ac50537f,227,0.1686478454680535
6235,20221024,6221,6235,2912,15,1,0,1666599207,0,457,174.54576,45.8763,174.545741,45.8769,174.535644,45.87389,1666597428,1666597434,1666597945,1666598291,1666597948,1666597408,1666597391,2022-10-24 15:43:11,8d329b58ca630bf,8d329b58ca4087f,8d329b58d9b4d3f,10,0.007429420505200594
6236,20221024,6222,6236,526,8,1,0,1666599621,0,2098,174.58807,45.912554,174.577951,45.920101,174.588126,45.913148,1666597848,1666597852,1666597993,1666598372,1666598645,1666597822,1666597802,2022-10-24 15:50:02,8d329b59db504ff,8d329b58aca93bf,8d329b59da2c13f,170,0.1263001485884101
6237,20221024,6223,6237,2913,5,1,0,1666600180,0,599,174.562531,45.886884,174.545903,45.876665,174.561741,45.890494,1666597908,1666597924,1666598610,1666599636,1666598656,1666597876,1666597221,2022-10-24 15:40:21,8d329b58c731bbf,8d329b58ca443bf,8d329b58c63247f,251,0.18647845468053492
6238,20221024,6224,6238,1760,9,1,0,1666599927,0,504,174.567904,45.90763,174.581185,45.917647,174.568804,45.907948,1666598157,1666598173,1666598593,1666599708,1666598730,1666598130,1666598108,2022-10-24 15:55:08,8d329b58e2d427f,8d329b58ad8cd7f,8d329b58e2d61bf,214,0.1589895988112927
6239,20221024,6225,6239,2876,5,1,0,1666601840,0,989,174.551683,45.892873,174.497049,45.893113,174.54585,45.890196,1666598328,1666598336,1666599210,1666600246,1666599081,1666598241,1666598237,2022-10-24 15:57:17,8d329b5889ac4ff,8d329b4327a553f,8d329b58896633f,581,0.43164933135215455
6240,20221024,6226,6240,2914,3,1,0,1666600510,0,1066,174.531133,45.905887,174.542132,45.907219,174.525558,45.90615,1666598600,1666598608,1666598826,1666599293,1666599070,1666598350,1666598338,2022-10-24 15:58:58,8d329b588275a3f,8d329b58876517f,8d329b5895204ff,128,0.0950965824665676
6241,20221024,6227,6241,2601,18,1,0,1666600314,0,1538,174.567172,45.766255,174.570576,45.768145,174.567192,45.766194,1666598540,1666598547,1666598692,1666598971,1666599114,1666598514,1666598506,2022-10-24 16:01:46,8d329b5142f337f,8d329b51093423f,8d329b5142f3aff,50,0.03714710252600297
6243,20221024,6229,6243,2915,0,1,0,1666600904,0,893,174.55168,45.85359,174.536212,45.856474,174.551734,45.850783,1666599168,1666599176,1666599404,1666600203,1666599346,1666598626,1666598537,2022-10-24 16:02:17,8d329b5a86c1aff,8d329b5abba077f,8d329b5a867233f,175,0.1300148588410104
6244,20221024,6230,6244,691,0,1,0,1666600797,0,1301,174.535888,45.876689,174.501891,45.872107,174.527381,45.877642,1666598658,1666598665,1666598979,1666599903,1666598940,1666598640,1666598586,2022-10-24 16:03:06,8d329b58dd614bf,8d329b43674b8ff,8d329b58d8e24bf,397,0.2949479940564636
6246,20221024,6232,6246,2486,9,1,0,1666600811,0,1040,174.650671,45.875776,174.669606,45.869602,174.655005,45.877948,1666599268,1666599271,1666599668,1666600060,1666600032,1666598892,1666598868,2022-10-24 16:07:48,8d329b58630897f,8d329b586d4a6bf,8d329b5863854bf,241,0.17904903417533433
6247,20221024,6233,6247,959,0,1,0,1666600524,0,2100,174.564044,45.864502,174.57255,45.86639,174.567333,45.865577,1666599018,1666599026,1666599295,1666599788,1666598426,1666599001,1666598419,2022-10-24 16:00:19,8d329b5aa20293f,8d329b5aa77397f,8d329b5aa2a68bf,104,0.07726597325408618
6249,20221024,6235,6249,1721,0,1,0,1666602186,0,179,174.570701,45.870123,174.599097,45.875525,174.57472,45.868326,1666599498,1666599502,1666599996,1666601567,1666600088,1666599488,1666599480,2022-10-24 16:18:00,8d329b5aa6542bf,8d329b581c6923f,8d329b5aa6266ff,342,0.2540861812778603
6250,20221024,6236,6250,2404,0,1,0,1666602020,0,2102,174.587071,45.847295,174.580884,45.825237,174.583747,45.846787,1666600068,1666600072,1666600409,1666601222,1666600585,1666599505,1666599492,2022-10-24 16:18:12,8d329b5ae62c63f,8d329b5ac404bbf,8d329b5ae664a3f,383,0.28454680534918275
6251,20221024,6237,6251,1337,8,1,0,1666601694,0,456,174.589368,45.894566,174.580558,45.895705,174.595017,45.891242,1666599948,1666599954,1666600307,1666600653,1666600231,1666599931,1666599836,2022-10-24 16:23:56,8d329b58ed42abf,8d329b58e8d153f,8d329b58168e8ff,95,0.07057949479940565
6252,20221024,6238,6252,560,0,1,0,1666602725,0,1683,174.58359,45.863395,174.622374,45.850852,174.585948,45.86551,1666600038,1666600045,1666600665,1666601666,1666600327,1666600030,1666599713,2022-10-24 16:21:53,8d329b5aa542cbf,8d329b585d2333f,8d329b5aa4046bf,492,0.3655274888558692
6253,20221024,6239,6253,1759,18,1,0,1666601838,0,593,174.571467,45.767591,174.560395,45.776159,174.572061,45.767943,1666600040,1666600085,1666600779,1666601461,1666600998,1666600038,1666600027,2022-10-24 16:27:07,8d329b51466d37f,8d329b510b9137f,8d329b51466817f,189,0.14041604754829123
6255,20221024,6241,6255,678,5,1,0,1666602902,0,1451,174.55574,45.895603,174.575782,45.884649,174.557776,45.895387,1666600638,1666600649,1666600984,1666601985,1666601103,1666600623,1666600502,2022-10-24 16:35:02,8d329b588d63dbf,8d329b58c5164bf,8d329b58c6da6bf,298,0.2213967310549777
6256,20221024,6242,6256,2916,0,1,0,1666603778,0,1120,174.559566,45.868267,174.572525,45.814191,174.555584,45.865576,1666600848,1666600862,1666601478,1666604067,1666600898,1666600823,1666600270,2022-10-24 16:31:10,8d329b5aa2cb17f,8d329b5ac8a94bf,8d329b5ab5108bf,906,0.6731054977711739
6257,20221024,6243,6257,2828,5,1,0,1666604261,0,203,174.55079,45.887243,174.571345,45.92128,174.554709,45.887507,1666601329,1666601332,1666602292,1666603497,1666600962,1666600962,1666600946,2022-10-24 16:42:26,8d329b58c2a8d3f,8d329b58a18617f,8d329b58c2b6dbf,603,0.44799405646359586
6258,20221024,6244,6258,2917,0,1,0,1666602554,0,224,174.546626,45.879921,174.55028,45.871141,174.553047,45.882269,1666601088,1666601099,1666601433,1666602493,1666600687,1666600688,1666600431,2022-10-24 16:33:51,8d329b58cacd57f,8d329b5ab4c62ff,8d329b58c333dbf,146,0.10846953937592868
6259,20221024,6245,6259,1536,7,1,0,1666603442,0,502,174.57947,45.86277,174.586153,45.877798,174.589264,45.859196,1666601238,1666601251,1666602101,1666603400,1666601884,1666601225,1666601221,2022-10-24 16:47:01,8d329b5aa0b0aff,8d329b581a9db7f,8d329b5aac8517f,264,0.1961367013372957
6260,20221024,6246,6260,1025,0,1,0,1666604563,0,234,174.573167,45.86788,174.571189,45.86067,174.582346,45.868213,1666601809,1666601816,1666602772,1666604110,1666602344,1666601804,1666601741,2022-10-24 16:55:41,8d329b5aa75247f,8d329b5aa0712ff,8d329b5aa4eab3f,126,0.09361069836552749
6261,20221024,6247,6261,2685,7,1,0,1666603868,0,1408,174.574903,45.869057,174.593199,45.863882,174.569147,45.858107,1666602049,1666602078,1666602621,1666603127,1666602608,1666601889,1666601860,2022-10-24 16:57:40,8d329b5aa63163f,8d329b5852edabf,8d329b5aaab38bf,225,0.16716196136701336
6262,20221024,6248,6262,1178,4,1,0,1666603754,0,2103,174.551992,45.842096,174.558152,45.840365,174.551798,45.841811,1666602229,1666602259,1666602352,1666602749,1666602299,1666601999,1666601754,2022-10-24 16:55:54,8d329b5a80461bf,8d329b5a811abbf,8d329b5a80445bf,76,0.05646359583952452
6263,20221024,6249,6263,2918,8,1,0,1666603810,0,361,174.585409,45.901499,174.583962,45.896265,174.587965,45.901204,1666602019,1666602032,1666602753,1666603197,1666603029,1666602009,1666601999,2022-10-24 16:59:59,8d329b58e19e3bf,8d329b58e89b57f,8d329b58e565dbf,91,0.0676077265973254
9461,20221024,9434,9461,1927,18,1,0,1666593368,0,1362,174.578329,45.769491,174.585047,45.769876,174.569038,45.767539,1666591580,1666591589,1666591902,1666592082,1666592110,1666591571,1666591538,2022-10-24 14:05:38,8d329b5146188bf,8d329b516b6ebbf,8d329b51092093f,75,0.05572065378900446
9462,20221024,9435,9462,3386,0,1,0,1666593497,0,1216,174.529889,45.877486,174.525251,45.862478,174.521959,45.881546,1666591818,1666591827,1666592878,1666593401,1666592480,1666591700,1666591687,2022-10-24 14:08:07,8d329b58d8a863f,8d329b436d9327f,8d329b58dab2cff,261,0.19390787518573552
9463,20221024,9436,9463,667,18,1,0,1666593550,0,2470,174.553687,45.76528,174.568726,45.763788,174.560555,45.771012,1666591760,1666591767,1666592446,1666593251,1666592651,1666591751,1666591742,2022-10-24 14:09:02,8d329b51555c67f,8d329b51420243f,8d329b5154934ff,158,0.11738484398216939
9464,20221024,9437,9464,1828,19,1,0,1666593882,0,2471,174.566718,45.883262,174.554528,45.885729,174.566707,45.895042,1666592088,1666592109,1666592654,1666592967,1666592862,1666592082,1666592060,2022-10-24 14:14:20,8d329b58c568b7f,8d329b58c391b7f,8d329b58ea755bf,140,0.10401188707280833
9465,20221024,9438,9465,3387,15,1,0,1666593999,0,2472,174.54565,45.87296,174.545187,45.87914,174.545215,45.868307,1666592328,1666592353,1666592707,1666593388,1666592980,1666592200,1666592189,2022-10-24 14:16:29,8d329b58cb6d37f,8d329b58ddb5cff,8d329b5ab44d9bf,105,0.07800891530460624
9467,20221024,9440,9467,3388,0,1,0,1666595521,0,866,174.545679,45.875946,174.538514,45.856769,174.545707,45.875932,1666593018,1666593251,1666594581,1666595925,1666592761,1666592761,1666592732,2022-10-24 14:25:32,8d329b58ca602ff,8d329b5abbb693f,8d329b58ca602ff,335,0.24888558692421991
9468,20221024,9441,9468,512,7,1,0,1666594930,0,282,174.575648,45.857919,174.584376,45.842806,174.574424,45.868266,1666593148,1666593172,1666594075,1666594841,1666593730,1666593130,1666593128,2022-10-24 14:32:08,8d329b5aa10897f,8d329b5ae3b3cff,8d329b5aa6204bf,248,0.18424962852897475
9469,20221024,9442,9469,525,0,1,0,1666594938,0,1698,174.574158,45.856318,174.580631,45.86615,174.570537,45.858538,1666593228,1666593235,1666593658,1666594920,1666593678,1666593138,1666593136,2022-10-24 14:32:16,8d329b5aa8d82bf,8d329b5aa4402bf,8d329b5aa14837f,175,0.1300148588410104
9470,20221024,9443,9470,3389,0,1,0,1666595269,0,171,174.554321,45.851399,174.524661,45.853031,174.552182,45.850962,1666593288,1666593325,1666593475,1666594096,1666593169,1666593170,1666593168,2022-10-24 14:32:48,8d329b5a861dcbf,8d329b5a978e07f,8d329b5a860987f,305,0.22659732540861813
9471,20221024,9444,9471,809,5,1,0,1666595332,0,379,174.563236,45.885886,174.581208,45.89826,174.571802,45.888659,1666593438,1666593472,1666593796,1666595644,1666593413,1666593413,1666593401,2022-10-24 14:36:41,8d329b58c09b93f,8d329b58e10e6ff,8d329b58c4a987f,282,0.20950965824665677
9472,20221024,9445,9472,1559,5,1,0,1666596461,0,54,174.566908,45.892908,174.549172,45.914843,174.571681,45.895822,1666594248,1666594255,1666594550,1666595488,1666594541,1666593701,1666593693,2022-10-24 14:41:33,8d329b58eb4023f,8d329b588690b7f,8d329b58ea1403f,383,0.28454680534918275
9473,20221024,9446,9473,2307,9,1,0,1666595590,0,1162,174.625967,45.872691,174.622739,45.874211,174.625831,45.8725,1666594138,1666594143,1666594596,1666594781,1666593788,1666593788,1666593632,2022-10-24 14:40:32,8d329b5801648ff,8d329b580ab0dbf,8d329b5808cb43f,46,0.03417533432392273
9474,20221024,9447,9474,472,9,1,0,1666596015,0,2141,174.63574,45.877817,174.650126,45.874841,174.635992,45.880182,1666594288,1666594293,1666594707,1666595713,1666594035,1666594035,1666594027,2022-10-24 14:47:07,8d329b580565c7f,8d329b58632903f,8d329b58055c83f,166,0.12332838038632987
9475,20221024,9448,9475,983,17,1,0,1666595909,0,906,174.60659,45.86878,174.606599,45.868789,174.607703,45.865437,1666594138,1666594215,1666595139,1666595337,1666594589,1666594109,1666594098,2022-10-24 14:48:18,8d329b5856e6cff,8d329b5856e6cff,8d329b585625cbf,0,0.0
9476,20221024,9449,9476,2388,8,1,0,1666596119,0,663,174.567942,45.90731,174.557353,45.904597,174.571664,45.907303,1666594338,1666594347,1666594745,1666594978,1666594860,1666594321,1666594304,2022-10-24 14:51:44,8d329b58e2f347f,8d329b58852bcff,8d329b58e28217f,133,0.0988112927191679
9477,20221024,9450,9477,782,8,1,0,1666596511,0,663,174.567942,45.90731,174.568916,45.895978,174.571086,45.906902,1666594728,1666594736,1666594944,1666595368,1666595191,1666594711,1666594692,2022-10-24 14:58:12,8d329b58e2f347f,8d329b58ea0e03f,8d329b58e280aff,191,0.14190193164933135
9478,20221024,9451,9478,1053,8,1,0,1666596522,0,2473,174.587987,45.900759,174.591122,45.904114,174.587901,45.906458,1666594728,1666594732,1666596019,1666596348,1666595445,1666594726,1666594652,2022-10-24 14:57:32,8d329b58eccb8bf,8d329b58e4247bf,8d329b58e45683f,61,0.045319465081723624
9480,20221024,9453,9480,3087,9,1,0,1666597234,0,742,174.648376,45.879496,174.646141,45.880545,174.649214,45.879372,1666595758,1666595762,1666596019,1666596190,1666596340,1666595440,1666595424,2022-10-24 15:10:24,8d329b58620b1bf,8d329b5862ed2bf,8d329b58620ac3f,32,0.0237741456166419
9481,20221024,9454,9481,2689,19,1,0,1666597605,0,1127,174.56296,45.890276,174.567409,45.901781,174.557378,45.887127,1666595808,1666595813,1666596024,1666596579,1666596345,1666595805,1666595802,2022-10-24 15:16:42,8d329b58c78c07f,8d329b58e354abf,8d329b58c76263f,202,0.150074294205052
9482,20221024,9455,9482,2895,5,1,0,1666598193,0,665,174.555742,45.896168,174.588813,45.878051,174.557239,45.895337,1666596228,1666596236,1666596471,1666598205,1666596514,1666596216,1666595904,2022-10-24 15:18:24,8d329b588d440ff,8d329b581a9287f,8d329b58c6db4ff,492,0.3655274888558692
9486,20221024,9459,9486,1790,19,1,0,1666599327,0,1127,174.56296,45.890276,174.570427,45.906908,174.562934,45.890314,1666597488,1666597495,1666597888,1666598781,1666598127,1666597467,1666597465,2022-10-24 15:44:25,8d329b58c78c07f,8d329b58e281a3f,8d329b58c78c0ff,292,0.21693907875185736
9488,20221024,9461,9488,1233,3,1,0,1666600290,0,1083,174.542956,45.920811,174.54683,45.900934,174.541539,45.919795,1666598180,1666598194,1666598573,1666599193,1666598611,1666597831,1666597829,2022-10-24 15:50:29,8d329b58bc0e1bf,8d329b58810b43f,8d329b58bc2967f,334,0.24814264487369986
